"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Austria","Hydro – Autoproducer","2017","Kilowatt-hours, million","478",""
"Austria","Electricity - net production","2017","Kilowatt-hours, million","67690",""
"Austria","Electricity - imports","2017","Kilowatt-hours, million","29362",""
"Austria","Electricity - exports","2017","Kilowatt-hours, million","22817",""
"Austria","Electricity - Energy industries own use","2017","Kilowatt-hours, million","2499",""
"Austria","Electricity - Own use by oil and gas extraction","2017","Kilowatt-hours, million","376",""
"Austria","Electricity - Own use by coke ovens","2017","Kilowatt-hours, million","31",""
"Austria","Electricity - Own use by blast furnaces","2017","Kilowatt-hours, million","1278",""
"Austria","Electricity - Own use by oil refineries","2017","Kilowatt-hours, million","814",""
"Austria","Electricity - Own use by pump-storage plants","2017","Kilowatt-hours, million","5611",""
"Austria","Electricity - Own use by electricity, heat and CHP plants","2017","Kilowatt-hours, million","3633",""
"Austria","Electricity - Losses","2017","Kilowatt-hours, million","3339",""
"Austria","Electricity - Final energy consumption","2017","Kilowatt-hours, million","62789",""
"Austria","Electricity - Consumption by manufacturing, construction and non-fuel industry","2017","Kilowatt-hours, million","29648",""
"Austria","Electricity - Consumption by iron and steel","2017","Kilowatt-hours, million","2564",""
"Austria","Electricity - Consumption by chemical and petrochemical","2017","Kilowatt-hours, million","4609",""
"Austria","Electricity - Consumption by other manuf., const. and non-fuel ind.","2017","Kilowatt-hours, million","22475",""
"Austria","Electricity - Consumption by non-ferrous metals","2017","Kilowatt-hours, million","1070",""
"Austria","Electricity - Consumption by non-metallic minerals","2017","Kilowatt-hours, million","1999",""
"Austria","Electricity - Consumption by transport equipment","2017","Kilowatt-hours, million","1053",""
"Austria","Electricity - Consumption by machinery","2017","Kilowatt-hours, million","4386",""
"Austria","Electricity - Consumption by mining and quarrying","2017","Kilowatt-hours, million","1405",""
"Austria","Electricity - Consumption by food and tobacco","2017","Kilowatt-hours, million","2745",""
"Austria","Electricity - Consumption by paper, pulp and print","2017","Kilowatt-hours, million","4705",""
"Austria","Electricity - Consumption by wood and wood products","2017","Kilowatt-hours, million","1957",""
"Austria","Electricity - Consumption by construction","2017","Kilowatt-hours, million","789",""
"Austria","Electricity - Consumption by textile and leather","2017","Kilowatt-hours, million","428",""
"Austria","Electricity - Consumption not elsewhere specified (industry)","2017","Kilowatt-hours, million","1938",""
"Austria","Electricity - Consumption by transport","2017","Kilowatt-hours, million","3221",""
"Austria","Electricity - Consumption by road","2017","Kilowatt-hours, million","14",""
"Austria","Electricity - Consumption by rail","2017","Kilowatt-hours, million","2038",""
"Austria","Electricity - Consumption not elsewhere specified (transport)","2017","Kilowatt-hours, million","947",""
"Austria","Electricity - Consumption by pipeline transport","2017","Kilowatt-hours, million","222",""
"Austria","Electricity - Consumption by other","2017","Kilowatt-hours, million","29920",""
"Austria","Electricity - Consumption by households","2017","Kilowatt-hours, million","17288",""
"Austria","Electricity - Consumption in agriculture, forestry and fishing","2017","Kilowatt-hours, million","1137",""
"Austria","Electricity - Consumption by commercial and public services","2017","Kilowatt-hours, million","11495",""
"Austria","Electricity - total production, main activity","2017","Kilowatt-hours, million","63109",""
"Austria","Electricity - Gross demand","2017","Kilowatt-hours, million","68624",""
"Austria","Electricity - total production, autoproducer","2017","Kilowatt-hours, million","8214",""
"Azerbaijan","Electricity - Gross production","2017","Kilowatt-hours, million","24320.3",""
"Azerbaijan","From combustible fuels – Main activity","2017","Kilowatt-hours, million","20445.4",""
"Azerbaijan","From combustible fuels – Main activity – CHP plants","2017","Kilowatt-hours, million","8561",""
"Azerbaijan","From combustible fuels – Main activity – Electricity plants","2017","Kilowatt-hours, million","11884.4",""
"Azerbaijan","Hydro – Main activity","2017","Kilowatt-hours, million","1746",""
"Azerbaijan","Solar – Main activity","2017","Kilowatt-hours, million","37",""
"Azerbaijan","Solar photovoltaic – Main activity","2017","Kilowatt-hours, million","37",""
"Azerbaijan","Wind – Main activity","2017","Kilowatt-hours, million","2.6",""
"Azerbaijan","From combustible fuels – Autoproducer","2017","Kilowatt-hours, million","2069.8",""
"Azerbaijan","From combustible fuels – Autoproducer – CHP plants","2017","Kilowatt-hours, million","282.8",""
"Azerbaijan","From combustible fuels – Autoproducer – Electricity plants","2017","Kilowatt-hours, million","1787",""
"Azerbaijan","Wind – Autoproducer","2017","Kilowatt-hours, million","19.5",""
"Azerbaijan","Electricity - net production","2017","Kilowatt-hours, million","23443.6",""
"Azerbaijan","Electricity - imports","2017","Kilowatt-hours, million","107.8",""
"Azerbaijan","Electricity - exports","2017","Kilowatt-hours, million","1282.5",""
"Azerbaijan","Electricity - Energy industries own use","2017","Kilowatt-hours, million","2902.1",""
"Azerbaijan","Electricity - Own use by oil and gas extraction","2017","Kilowatt-hours, million","2383.1",""
"Azerbaijan","Electricity - Own use by gas works","2017","Kilowatt-hours, million","0",""
"Azerbaijan","Electricity - Own use by oil refineries","2017","Kilowatt-hours, million","409.7",""
"Azerbaijan","Electricity - Own use by electricity, heat and CHP plants","2017","Kilowatt-hours, million","876.700000000001",""
"Azerbaijan","Electricity - Other energy industry own use","2017","Kilowatt-hours, million","109.3",""
"Azerbaijan","Electricity - Losses","2017","Kilowatt-hours, million","2250.6",""
"Azerbaijan","Electricity - Final energy consumption","2017","Kilowatt-hours, million","17085",""
"Azerbaijan","Electricity - Consumption by manufacturing, construction and non-fuel industry","2017","Kilowatt-hours, million","3611.2",""
"Azerbaijan","Electricity - Consumption by iron and steel","2017","Kilowatt-hours, million","356.4",""
"Azerbaijan","Electricity - Consumption by chemical and petrochemical","2017","Kilowatt-hours, million","286.3",""
"Azerbaijan","Electricity - Consumption by other manuf., const. and non-fuel ind.","2017","Kilowatt-hours, million","2968.5",""
"Azerbaijan","Electricity - Consumption by non-ferrous metals","2017","Kilowatt-hours, million","743.9",""
"Azerbaijan","Electricity - Consumption by non-metallic minerals","2017","Kilowatt-hours, million","362.3",""
"Azerbaijan","Electricity - Consumption by transport equipment","2017","Kilowatt-hours, million","16",""
"Azerbaijan","Electricity - Consumption by machinery","2017","Kilowatt-hours, million","187.4",""
"Azerbaijan","Electricity - Consumption by mining and quarrying","2017","Kilowatt-hours, million","97.4",""
"Azerbaijan","Electricity - Consumption by food and tobacco","2017","Kilowatt-hours, million","593.8",""
"Azerbaijan","Electricity - Consumption by paper, pulp and print","2017","Kilowatt-hours, million","48.2",""
"Azerbaijan","Electricity - Consumption by wood and wood products","2017","Kilowatt-hours, million","51",""
"Azerbaijan","Electricity - Consumption by construction","2017","Kilowatt-hours, million","607.7",""
"Azerbaijan","Electricity - Consumption by textile and leather","2017","Kilowatt-hours, million","157.1",""
"Azerbaijan","Electricity - Consumption not elsewhere specified (industry)","2017","Kilowatt-hours, million","103.7",""
"Azerbaijan","Electricity - Consumption by transport","2017","Kilowatt-hours, million","397.2",""
"Azerbaijan","Electricity - Consumption by rail","2017","Kilowatt-hours, million","324.5",""
"Azerbaijan","Electricity - Consumption by pipeline transport","2017","Kilowatt-hours, million","72.7",""
"Azerbaijan","Electricity - Consumption by other","2017","Kilowatt-hours, million","13076.6",""
"Azerbaijan","Electricity - Consumption by households","2017","Kilowatt-hours, million","7134.6",""
"Azerbaijan","Electricity - Consumption in agriculture, forestry and fishing","2017","Kilowatt-hours, million","1026.3",""
"Azerbaijan","Electricity - Consumption by commercial and public services","2017","Kilowatt-hours, million","4915.7",""
"Azerbaijan","Electricity - total production, main activity","2017","Kilowatt-hours, million","22231",""
"Azerbaijan","Electricity - Gross demand","2017","Kilowatt-hours, million","22268.9",""
"Azerbaijan","Electricity - total production, autoproducer","2017","Kilowatt-hours, million","2089.3",""
"Bahamas","Electricity - Gross production","2017","Kilowatt-hours, million","1987","1"
"Bahamas","From combustible fuels – Main activity","2017","Kilowatt-hours, million","1912","1"
"Bahamas","From combustible fuels – Main activity – Electricity plants","2017","Kilowatt-hours, million","1912","1"
"Bahamas","From combustible fuels – Autoproducer","2017","Kilowatt-hours, million","75","1"
"Bahamas","From combustible fuels – Autoproducer – Electricity plants","2017","Kilowatt-hours, million","75","1"
"Bahamas","Electricity - net production","2017","Kilowatt-hours, million","1842","1"
"Bahamas","Electricity - Own use by electricity, heat and CHP plants","2017","Kilowatt-hours, million","145","1"
"Bahamas","Electricity - Losses","2017","Kilowatt-hours, million","9","1"
"Bahamas","Electricity - Final energy consumption","2017","Kilowatt-hours, million","1841","1"
"Bahamas","Electricity - Consumption by manufacturing, construction and non-fuel industry","2017","Kilowatt-hours, million","1092","1"
"Bahamas","Electricity - Consumption by other manuf., const. and non-fuel ind.","2017","Kilowatt-hours, million","1092","1"
"Bahamas","Electricity - Consumption by other","2017","Kilowatt-hours, million","749","1"
"Bahamas","Electricity - Consumption by households","2017","Kilowatt-hours, million","730","1"
"Bahamas","Electricity - Consumption by commercial and public services","2017","Kilowatt-hours, million","19","1"
"Bahamas","Electricity - total production, main activity","2017","Kilowatt-hours, million","1912","1"
"Bahamas","Electricity - Gross demand","2017","Kilowatt-hours, million","1842","1"
"Bahamas","Electricity - total production, autoproducer","2017","Kilowatt-hours, million","75","1"
"Bahrain","Electricity - Gross production","2017","Kilowatt-hours, million","29193",""
"Bahrain","From combustible fuels – Main activity","2017","Kilowatt-hours, million","17939",""
"Bahrain","From combustible fuels – Main activity – CHP plants","2017","Kilowatt-hours, million","6251",""
